source_pdf,หน่วยเลือกตั้งที่,หมู่ที่,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,เลขพรรค,ชื่อพรรค,จำนวนคะแนนที่ได้,จำนวนคะแนนที่ได้(ตัวเลขดิบ),จำนวนที่ได้(ตัวอักษร),จำนวนคะแนนที่ได้_decision
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,17.0,ไทยชนะ,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,18.0,พลังสังคมใหม่,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,19.0,สังคมประชาธิปไตยไทย,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,20.0,พิวชัน,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,21.0,ไทรวมพลัง,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,22.0,ก้าวอิสระ,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,23.0,ปวงชนไทย,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,24.0,วิชชั่นใหม่,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,25.0,เพื่อชีวิตใหม่,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,26.0,คลองไทย,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,27.0,ประชาธิปัตย์,7.0,7,เจ็ดคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,28.0,ไทยก้าวหน้า,1.0,1,หนึ่งคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,29.0,ไทยภักดี,8.0,8,แปดคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,30.0,แรงงานสร้างชาติ,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,31.0,ประชากรไทย,1.0,1,หนึ่งคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,32.0,ครูไทยเพื่อประชาชน,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,33.0,ประชาชาติ,2.0,2,สองคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,34.0,สร้างอนาคตไทย,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,34.0,รักชาติ,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,35.0,ไทยพร้อม,1.0,1,หนึ่งคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,36.0,ภูมิใจไทย,36.0,36,สามสิบหกคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,37.0,พลังธรรมใหม่,1.0,1,หนึ่งคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,38.0,กรีน,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,40.0,ไทยธรรม,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,41.0,แผ่นดินธรรม,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,42.0,กล้าธรรม,13.0,13,สิบสามคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,43.0,พลังประชารัฐ,2.0,2,สองคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,44.0,โอกาสใหม่,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,45.0,เป็นธรรม,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,46.0,ประชาชน,183.0,183,หนึ่งร้อยแปดสิบสามคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,47.0,ประชาไทย,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,48.0,ไทยสร้างไทย,1.0,1,หนึ่งคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,49.0,ไทยก้าวใหม่,1.0,1,หนึ่งคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,50.0,ประชาอาสาชาติ,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,51.0,พร้อม,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,52.0,เครือข่ายชาวนาแห่งประเทศไทย,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,53.0,ไทยพิทักษ์ธรรม,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,54.0,ความหวังใหม่,1.0,1,หนึ่งคะแนน,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,55.0,ไทยรวมไทย,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,56.0,เพื่อบ้านเมือง,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,4,25.0,ตำบลเวียง,อำเภอฝาง,380.0,7.0,19.0,57.0,พลังไทยรักชาติ,0.0,0,ศูนย์คะแนน,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 22/สส. 5ทับ18 (บช).pdf,22,20.0,ตำบลเวียง,อำเภอฝาง,402.0,17.0,13.0,1.0,ไทยทรัพย์ทวี,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 22/สส. 5ทับ18 (บช).pdf,22,20.0,ตำบลเวียง,อำเภอฝาง,402.0,17.0,13.0,2.0,เพื่อชาติไทย,7.0,7,เจ็ด,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 22/สส. 5ทับ18 (บช).pdf,22,20.0,ตำบลเวียง,อำเภอฝาง,402.0,17.0,13.0,3.0,ใหม่,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 22/สส. 5ทับ18 (บช).pdf,22,20.0,ตำบลเวียง,อำเภอฝาง,402.0,17.0,13.0,4.0,มิติใหม่,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 22/สส. 5ทับ18 (บช).pdf,22,20.0,ตำบลเวียง,อำเภอฝาง,402.0,17.0,13.0,5.0,รวมใจไทย,2.0,2,สอง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 22/สส. 5ทับ18 (บช).pdf,22,20.0,ตำบลเวียง,อำเภอฝาง,402.0,17.0,13.0,6.0,รวมไทยสร้างชาติ,6.0,6,หก,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 22/สส. 5ทับ18 (บช).pdf,22,20.0,ตำบลเวียง,อำเภอฝาง,402.0,17.0,13.0,7.0,พลวัต,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 22/สส. 5ทับ18 (บช).pdf,22,20.0,ตำบลเวียง,อำเภอฝาง,402.0,17.0,13.0,8.0,ประชาธิปไตยใหม่,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 22/สส. 5ทับ18 (บช).pdf,22,20.0,ตำบลเวียง,อำเภอฝาง,402.0,17.0,13.0,9.0,เพื่อไทย,74.0,74,เจ็ดสิบสี่,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 22/สส. 5ทับ18 (บช).pdf,22,20.0,ตำบลเวียง,อำเภอฝาง,402.0,17.0,13.0,10.0,ทางเลือกใหม่,2.0,2,สอง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,7,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,1.0,ไทยศรีวิไลย์,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,7,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,2.0,เพื่อชาติไทย,3.0,3,สาม,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,7,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,3.0,ใหม่,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,7,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,4.0,มิติใหม่,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,7,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,5.0,รวมใจไทย,3.0,3,สาม,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,7,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,6.0,รวมไทยสร้างชาติ,2.0,2,สอง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,7,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,7.0,พลัง,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,7,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,8.0,ประชาธิปไตยใหม่,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,7,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,9.0,เพื่อไทย,73.0,73,เจ็ดสิบสาม,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,7,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,10.0,ทางเลือกใหม่,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,11.0,เศรษฐกิจ,9.0,9,เก้า,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,12.0,เสรีรวมไทย,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,13.0,รวมพลังประชาชน,2.0,2,สอง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,14.0,ท้องที่ไทย,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,15.0,อนาคตไทย,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,16.0,พลังเพื่อไทย,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,17.0,ไทยชนะ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,18.0,พลังสังคมใหม่,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,19.0,สังคมประชาธิปไตยไทย,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,20.0,ฟิวชั่น,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,21.0,ไทรวมพลัง,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,22.0,ก้าวอิสระ,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,23.0,ปวงชนไทย,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,24.0,วิชชั่นใหม่,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,25.0,เพื่อชีวิตใหม่,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,26.0,คลองไทย,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,27.0,ประชาธิปัตย์,8.0,8,แปด,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,28.0,ไทยก้าวหน้า,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,29.0,ไทยภักดี,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,30.0,แรงงานสร้างชาติ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,31.0,ประชากรไทย,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,32.0,ครูไทยเพื่อประชาชน,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,33.0,ประชาชาติ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,34.0,สร้างอนาคตไทย,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,34.0,รักชาติ,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,36.0,ไทยพร้อม,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,37.0,ภูมิใจไทย,34.0,31,สามสิบสี่,conflict_prefer_text
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,38.0,พลังธรรมใหม่,2.0,2,สอง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,39.0,กรีน,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,40.0,ไทยธรรม,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,41.0,แผ่นดินธรรม,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,42.0,กล้าธรรม,31.0,31,สามสิบเอ็ด,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,43.0,พลังประชารัฐ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,44.0,โอกาสใหม่,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,45.0,เป็นธรรม,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,46.0,ประชาชน,94.0,91,เก้าสิบสี่,conflict_prefer_text
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,47.0,ประชาไทย,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,48.0,ไทยสร้างไทย,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,49.0,ไทยก้าวใหม่,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,50.0,ประชาอาสาชาติ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,51.0,พร้อม,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,2,3.0,ตำบลเวียง,อำเภอฝาง,275.0,14.0,18.0,52.0,เครือข่ายชาวนาแห่งประเทศไทย,0.0,0,ศูนย์,numeric_only
