source_pdf,ประเภทเอกสาร,is_bch,หน่วยเลือกตั้งที่,หน่วยเลือกตั้งที่(ตัวเลขดิบ),หน่วยเลือกตั้งที่(ตัวอักษร),หน่วยเลือกตั้งที่_from_path,หน่วยเลือกตั้งที่_decision,หมู่ที่,หมู่ที่(ตัวเลขดิบ),หมู่ที่(ตัวอักษร),หมู่ที่_from_path,หมู่ที่_decision,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,จำนวนผู้มีสิทธิ,จำนวนผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,match_score_ตำบล,match_score_อำเภอ
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,12,12,,12,numeric_only,10.0,10,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,481.0,394.0,354.0,21.0,19.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,แบ่งเขต,False,11,11,,11,numeric_only,9.0,9,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,706.0,479.0,414.0,58.0,7.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,11,11,,11,numeric_only,9.0,9,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,706.0,479.0,418.0,55.0,6.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,แบ่งเขต,False,1,1,,1,numeric_only,1.0,1,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,713.0,550.0,503.0,21.0,26.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,1,1,,1,numeric_only,1.0,1,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,713.0,550.0,499.0,30.0,21.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,แบ่งเขต,False,10,10,,10,numeric_only,9.0,9,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,706.0,493.0,428.0,58.0,7.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,10,10,,10,numeric_only,9.0,9,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,706.0,493.0,422.0,66.0,5.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,แบ่งเขต,False,13,13,,13,numeric_only,11.0,11,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,584.0,430.0,395.0,22.0,13.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,12,12,,13,numeric_only,11.0,11,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,587.0,430.0,389.0,29.0,12.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,แบ่งเขต,False,8,8,,8,numeric_only,7.0,7,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,332.0,218.0,210.0,4.0,4.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,8,8,,8,numeric_only,7.0,7,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,332.0,218.0,203.0,7.0,8.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,แบ่งเขต,False,6,6,,6,numeric_only,5.0,5,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,477.0,220.0,206.0,5.0,9.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,6,6,,6,numeric_only,5.0,5,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,477.0,220.0,209.0,4.0,7.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,แบ่งเขต,False,5,5,,5,numeric_only,5.0,5,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,462.0,299.0,284.0,6.0,9.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,5,5,,5,numeric_only,5.0,5,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,462.0,299.0,279.0,8.0,12.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,แบ่งเขต,False,7,7,,7,numeric_only,6.0,6,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,425.0,314.0,298.0,8.0,8.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,7,7,,7,numeric_only,6.0,6,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,425.0,314.0,288.0,14.0,12.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,แบ่งเขต,False,1,1,,9,numeric_only,5.0,5,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,356.0,286.0,271.0,4.0,11.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,1,1,,9,numeric_only,8.0,8,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,356.0,286.0,266.0,8.0,12.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,แบ่งเขต,False,20,20,,20,numeric_only,16.0,16,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,264.0,188.0,176.0,10.0,2.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,20,20,,20,numeric_only,16.0,16,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,264.0,188.0,176.0,10.0,2.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,แบ่งเขต,False,3,3,,3,numeric_only,3.0,3,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,636.0,455.0,442.0,9.0,4.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,3,3,,3,numeric_only,3.0,3,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,636.0,455.0,423.0,17.0,15.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,แบ่งเขต,False,4,4,,4,numeric_only,4.0,4,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,187.0,135.0,130.0,3.0,2.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,4,4,,4,numeric_only,4.0,4,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,187.0,135.0,126.0,6.0,3.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,แบ่งเขต,False,17,17,,17,numeric_only,14.0,14,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,662.0,499.0,470.0,26.0,3.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,17,17,,17,numeric_only,14.0,14,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,662.0,499.0,471.0,26.0,2.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 16/สส. 5ทับ18.pdf,แบ่งเขต,False,16,16,,16,numeric_only,13.0,13,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,245.0,192.0,176.0,10.0,6.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 16/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,16,16,,16,numeric_only,13.0,13,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,245.0,192.0,180.0,6.0,6.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 14/สส. 5ทับ18.pdf,แบ่งเขต,False,14,14,,14,numeric_only,11.0,11,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,657.0,433.0,397.0,35.0,1.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 14/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,14,14,,14,numeric_only,11.0,11,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,667.0,433.0,403.0,29.0,1.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 18/สส. 5ทับ18.pdf,แบ่งเขต,False,19,19,,18,numeric_only,15.0,15,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,528.0,300.0,283.0,17.0,,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 18/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,18,18,,18,numeric_only,15.0,15,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,528.0,300.0,279.0,21.0,,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 15/สส. 5ทับ18.pdf,แบ่งเขต,False,15,15,,15,numeric_only,12.0,12,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,461.0,351.0,332.0,5.0,12.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 15/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,15,15,,15,numeric_only,12.0,12,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,461.0,351.0,328.0,11.0,12.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,แบ่งเขต,False,12,12,,12,numeric_only,10.0,10,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,463.0,319.0,279.0,26.0,14.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,12,12,,12,numeric_only,10.0,10,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,463.0,319.0,276.0,28.0,15.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,แบ่งเขต,False,11,11,,11,numeric_only,9.0,9,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,429.0,273.0,262.0,6.0,5.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,11,11,,11,numeric_only,1.0,1,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,429.0,273.0,262.0,6.0,5.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,แบ่งเขต,False,10,10,,10,numeric_only,9.0,9,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,432.0,290.0,268.0,8.0,14.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,10,10,,10,numeric_only,9.0,9,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,432.0,290.0,277.0,5.0,8.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,แบ่งเขต,False,1,1,,1,numeric_only,1.0,1,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,527.0,385.0,361.0,12.0,12.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,1,1,,1,numeric_only,1.0,1,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,527.0,385.0,346.0,22.0,17.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,แบ่งเขต,False,13,13,,13,numeric_only,10.0,10,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,464.0,364.0,330.0,21.0,3.0,100,100.0
อำเภอฝาง/ตำบลม่อนปิ่น/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,13,13,,13,numeric_only,10.0,10,,,numeric_only,ตำบลม่อนปิ่น,อำเภอฝาง,460.0,364.0,324.0,38.0,2.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 9/สส. 5 ทับ 18.pdf,แบ่งเขต,False,1,1,,9,numeric_only,111.0,"1,11",,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,380.0,294.0,279.0,9.0,6.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,9,9,,9,numeric_only,11.0,11,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,380.0,294.0,269.0,16.0,9.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 6/สส. 5 ทับ 18.pdf,แบ่งเขต,False,6,6,,6,numeric_only,,,,,missing,ตำบลแม่ข่า,อำเภอฝาง,,,,,,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,4,4,,6,numeric_only,8.0,8,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,606.0,446.0,387.0,55.0,4.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 5/สส. 5 ทับ 18.pdf,แบ่งเขต,False,5,5,,5,numeric_only,7.0,7,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,480.0,334.0,309.0,13.0,12.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,5,5,,5,numeric_only,7.0,7,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,430.0,334.0,293.0,26.0,15.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 8/สส. 5 ทับ 18.pdf,แบ่งเขต,False,8,8,,8,numeric_only,10.0,10,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,576.0,465.0,425.0,23.0,17.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,9,9,,8,numeric_only,10.0,10,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,576.0,469.0,422.0,26.0,17.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 7/สส. 5 ทับ 18.pdf,แบ่งเขต,False,7,7,,7,numeric_only,8.0,8,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,322.0,288.0,233.0,10.0,11.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,7,7,,7,numeric_only,8.0,8,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,322.0,254.0,233.0,18.0,3.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,แบ่งเขต,False,1,1,,2,numeric_only,3.0,3,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,675.0,507.0,463.0,27.0,17.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,2,2,,2,numeric_only,3.0,3,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,675.0,507.0,448.0,37.0,22.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 10/สส. 5 ทับ 18.pdf,แบ่งเขต,False,10,10,,10,numeric_only,12.0,12,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,459.0,348.0,319.0,18.0,11.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,10,10,,10,numeric_only,12.0,12,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,459.0,348.0,316.0,13.0,19.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 3/สส. 5 ทับ 18.pdf,แบ่งเขต,False,8,8,,3,numeric_only,45.0,"4,5",,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,470.0,333.0,294.0,18.0,21.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,8,8,,3,numeric_only,45.0,"4,5",,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,420.0,293.0,299.0,29.0,15.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 4/สส. 5 ทับ 18.pdf,แบ่งเขต,False,4,4,,4,numeric_only,6.0,6,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,742.0,585.0,538.0,28.0,19.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,4,4,,4,numeric_only,6.0,6,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,742.0,585.0,520.0,47.0,18.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 11/สส. 5 ทับ 18.pdf,แบ่งเขต,False,11,11,,11,numeric_only,13.0,13,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,358.0,251.0,216.0,22.0,13.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,11,11,,11,numeric_only,13.0,13,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,358.0,251.0,219.0,22.0,10.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 1/สส. 5 ทับ 18.pdf,แบ่งเขต,False,1,1,,1,numeric_only,2.0,2,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,411.0,304.0,263.0,26.0,15.0,100,100.0
อำเภอฝาง/ตำบลแม่ข่า/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,9,9,,1,numeric_only,10.0,10,,,numeric_only,ตำบลแม่ข่า,อำเภอฝาง,411.0,304.0,260.0,30.0,14.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 9/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,9,9,,9,numeric_only,8.0,8,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,615.0,499.0,462.0,13.0,24.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 9/ส.ส.5-18 (บช) สันทราย หน่วยที่ 9.pdf,บัญชีรายชื่อ,True,9,9,,9,numeric_only,8.0,8,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,615.0,499.0,451.0,27.0,21.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 8/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,8,8,,8,numeric_only,5.0,5,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,756.0,535.0,507.0,13.0,15.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 8/ส.ส.5-18 (บช) สันทราย หน่วยที่ 8.pdf,บัญชีรายชื่อ,True,8,8,,8,numeric_only,8.0,8,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,756.0,535.0,503.0,19.0,13.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 6/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,6,6,,6,numeric_only,5.0,5,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,418.0,284.0,262.0,16.0,6.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 6/ส.ส.5-18 (บช) สันทราย หน่วยที่ 6.pdf,บัญชีรายชื่อ,True,8,8,แปด,6,numeric_text_agree,5.0,5,ห้า,,numeric_text_agree,ตำบลสันทราย,อำเภอฝาง,418.0,264.0,253.0,28.0,3.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 7/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,7,7,,7,numeric_only,4.0,4,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,317.0,242.0,233.0,6.0,3.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 7/ส.ส.5-18 (บช) สันทราย หน่วยที่ 7.pdf,บัญชีรายชื่อ,True,7,7,,7,numeric_only,2.0,2,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,317.0,242.0,229.0,8.0,5.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 3/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,3,3,,3,numeric_only,3.0,3,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,548.0,425.0,396.0,23.0,13.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 3/ส.ส.5-18 (บช) สันทราย หน่วยที่ 3.pdf,บัญชีรายชื่อ,True,3,3,,3,numeric_only,3.0,3,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,548.0,425.0,239.0,23.0,13.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 18/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,18,18,,18,numeric_only,19.0,19,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,340.0,294.0,246.0,19.0,19.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 18/ส.ส.5-18 (บช) สันทราย หน่วยที่ 18.pdf,บัญชีรายชื่อ,True,18,18,,18,numeric_only,,,,,missing,ตำบลสันทราย,อำเภอฝาง,,,246.0,,,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 5/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,4,4,,5,numeric_only,4.0,4,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,478.0,308.0,288.0,18.0,10.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 5/ส.ส.5-18 (บช) สันทราย หน่วยที่ 5.pdf,บัญชีรายชื่อ,True,4,4,,5,numeric_only,4.0,4,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,578.0,308.0,288.0,33.0,11.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 4/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,4,4,,4,numeric_only,4.0,4,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,629.0,491.0,447.0,30.0,14.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 4/ส.ส.5-18 (บช) สันทราย หน่วยที่ 4.pdf,บัญชีรายชื่อ,True,4,4,,4,numeric_only,4.0,4,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,621.0,491.0,442.0,35.0,14.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 2/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,2,2,,2,numeric_only,2.0,2,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,378.0,290.0,254.0,20.0,16.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 2/ส.ส.5-18 (บช) สันทราย หน่วยที่ 2.pdf,บัญชีรายชื่อ,True,2,2,,2,numeric_only,2.0,2,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,378.0,290.0,255.0,22.0,13.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 14/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,14,14,,14,numeric_only,13.0,13,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,661.0,438.0,389.0,16.0,33.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 14/ส.ส.5-18 (บช) สันทราย หน่วยที่ 14.pdf,บัญชีรายชื่อ,True,14,14,,14,numeric_only,13.0,13,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,661.0,438.0,376.0,29.0,33.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 15/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,15,15,,15,numeric_only,14.0,14,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,388.0,286.0,271.0,10.0,5.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 15/ส.ส.5-18 (บช) สันทราย หน่วยที่ 15.pdf,บัญชีรายชื่อ,True,15,15,,15,numeric_only,,,,,missing,ตำบลสันทราย,อำเภอฝาง,388.0,286.0,264.0,16.0,6.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 17/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,17,17,,17,numeric_only,16.0,16,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,630.0,454.0,413.0,23.0,18.0,100,100.0
