source_pdf,หน่วยเลือกตั้งที่,หมู่ที่,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,จำนวนผู้มีสิทธิ,จำนวนผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,หมายเลขผู้สมัคร,ชื่อผู้สมัคร,สังกัดพรรคการเมือง,จำนวนคะแนนที่ได้,จำนวนคะแนนที่ได้(ตัวเลขดิบ),จำนวนที่ได้(ตัวอักษร),จำนวนคะแนนที่ได้_decision
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,4.0,ทต.เวียงฝาง,ทต.เวียงฝาง,494.0,283.0,264.0,7.0,12.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,23.0,23,ยี่สิบสาม,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,4.0,ทต.เวียงฝาง,ทต.เวียงฝาง,494.0,283.0,264.0,7.0,12.0,8.0,นายพิสิณห์ อุปนันท์,เศรษฐกิจ,2.0,2,สอง,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,4.0,ทต.เวียงฝาง,ทต.เวียงฝาง,494.0,283.0,264.0,7.0,12.0,9.0,นายชาญวิทยา ยุทธ อินทร์แก้ว,ประชากรไทย,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ทต.เวียงฝาง,ทต.เวียงฝาง,888.0,488.0,473.0,6.0,3.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,5.0,5,ห้า,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ทต.เวียงฝาง,ทต.เวียงฝาง,888.0,488.0,473.0,6.0,3.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,54.0,54,ห้าสิบสี่,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ทต.เวียงฝาง,ทต.เวียงฝาง,888.0,488.0,473.0,6.0,3.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,3.0,3,สาม,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ทต.เวียงฝาง,ทต.เวียงฝาง,888.0,488.0,473.0,6.0,3.0,4.0,นายสันติ ตันสุขา,ก้าวอิสระ,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ทต.เวียงฝาง,ทต.เวียงฝาง,888.0,488.0,473.0,6.0,3.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,127.0,127,หนึ่งร้อยยี่สิบเจ็ด,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ทต.เวียงฝาง,ทต.เวียงฝาง,888.0,488.0,473.0,6.0,3.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,55.0,55,ห้าสิบห้า,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ทต.เวียงฝาง,ทต.เวียงฝาง,888.0,488.0,473.0,6.0,3.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,29.0,29,ยี่สิบเก้า,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ทต.เวียงฝาง,ทต.เวียงฝาง,888.0,488.0,473.0,6.0,3.0,8.0,นายพิสิณฑ์ อุปนันท์,เศรษฐกิจ,3.0,3,สาม,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ทต.เวียงฝาง,ทต.เวียงฝาง,888.0,488.0,473.0,6.0,3.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,5.0,5,ห้า,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,2.0,ทต.เวียงฝาง,ทต.เวียงฝาง,645.0,433.0,401.0,13.0,19.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,11.0,11,สิบเอ็ดคะแนนถ้วน,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,2.0,ทต.เวียงฝาง,ทต.เวียงฝาง,645.0,433.0,401.0,13.0,19.0,2.0,นายสมดุลย์ อุตเจริญ,ประชาชน,87.0,87,แปดสิบเจ็ดคะแนนถ้วน,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,2.0,ทต.เวียงฝาง,ทต.เวียงฝาง,645.0,433.0,401.0,13.0,19.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1.0,1,หนึ่งคะแนนถ้วน,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,2.0,ทต.เวียงฝาง,ทต.เวียงฝาง,645.0,433.0,401.0,13.0,19.0,4.0,นายสันติ ตันสุขทิ,ก้าวอิสระ,9.0,9,เก้าคะแนนถ้วน,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,2.0,ทต.เวียงฝาง,ทต.เวียงฝาง,645.0,433.0,401.0,13.0,19.0,5.0,นายกาญจน์ คูเจริญชัยกุล,กล้าธรรม,112.0,112,หนึ่งร้อยสิบสองคะแนนถ้วน,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,2.0,ทต.เวียงฝาง,ทต.เวียงฝาง,645.0,433.0,401.0,13.0,19.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,126.0,126,หนึ่งร้อยยี่สิบหกคะแนนถ้วน,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,2.0,ทต.เวียงฝาง,ทต.เวียงฝาง,645.0,433.0,401.0,13.0,19.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,43.0,43,สี่สิบสามคะแนนถ้วน,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,2.0,ทต.เวียงฝาง,ทต.เวียงฝาง,645.0,433.0,401.0,13.0,19.0,8.0,นายพิสิณฑ์ อุปนันท์,เศรษฐกิจ,1.0,1,หนึ่งคะแนนถ้วน,numeric_text_agree
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,2.0,ทต.เวียงฝาง,ทต.เวียงฝาง,645.0,433.0,401.0,13.0,19.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,11.0,11,สิบเอ็ดคะแนนถ้วน,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,9,7.0,ตำบลแม่คะ,อำเภอฝาง,579.0,448.0,421.0,17.0,10.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,20.0,20,ยี่สิบ,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,9,7.0,ตำบลแม่คะ,อำเภอฝาง,579.0,448.0,421.0,17.0,10.0,2.0,นายสมดุลย์ อุตเจริญ,ประชาชน,75.0,75,เจ็ดสิบห้า,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,9,7.0,ตำบลแม่คะ,อำเภอฝาง,579.0,448.0,421.0,17.0,10.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2.0,2,สอง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,9,7.0,ตำบลแม่คะ,อำเภอฝาง,579.0,448.0,421.0,17.0,10.0,4.0,นายสันติ ตันสุขหัช,ก้าวอิสระ,13.0,13,สิบสาม,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,9,7.0,ตำบลแม่คะ,อำเภอฝาง,579.0,448.0,421.0,17.0,10.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,146.0,146,หนึ่งร้อยสี่สิบหก,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,9,7.0,ตำบลแม่คะ,อำเภอฝาง,579.0,448.0,421.0,17.0,10.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,102.0,102,หนึ่งร้อยสอง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,9,7.0,ตำบลแม่คะ,อำเภอฝาง,579.0,448.0,421.0,17.0,10.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,58.0,58,ห้าสิบแปด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,9,7.0,ตำบลแม่คะ,อำเภอฝาง,579.0,448.0,421.0,17.0,10.0,8.0,นายพิสิษฐ์ อุปนันท์,เศรษฐกิจ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,9,7.0,ตำบลแม่คะ,อำเภอฝาง,579.0,448.0,421.0,17.0,10.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,4.0,4,สี่,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,8,1.0,ตำบลแม่คะ,อำเภอฝาง,211.0,164.0,157.0,0.0,7.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,9.0,9,เก้า,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,8,1.0,ตำบลแม่คะ,อำเภอฝาง,211.0,164.0,157.0,0.0,7.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,39.0,39,สามสิบเก้า,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,8,1.0,ตำบลแม่คะ,อำเภอฝาง,211.0,164.0,157.0,0.0,7.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0.0,0,,numeric_only
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,8,1.0,ตำบลแม่คะ,อำเภอฝาง,211.0,164.0,157.0,0.0,7.0,4.0,นายสันติ ตันสุขขี,ก้าวอิสระ,0.0,0,,numeric_only
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,8,1.0,ตำบลแม่คะ,อำเภอฝาง,211.0,164.0,157.0,0.0,7.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,57.0,57,ห้าสิบเจ็ด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,8,1.0,ตำบลแม่คะ,อำเภอฝาง,211.0,164.0,157.0,0.0,7.0,6.0,นายนิธินร วุฒิมันชัย,เพื่อไทย,28.0,28,ยี่สิบแปด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,8,1.0,ตำบลแม่คะ,อำเภอฝาง,211.0,164.0,157.0,0.0,7.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,22.0,22,ยี่สิบสอง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,8,1.0,ตำบลแม่คะ,อำเภอฝาง,211.0,164.0,157.0,0.0,7.0,8.0,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,0.0,0,,numeric_only
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,8,1.0,ตำบลแม่คะ,อำเภอฝาง,211.0,164.0,157.0,0.0,7.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,2.0,2,สอง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,6.0,ตำบลแม่คะ,อำเภอฝาง,567.0,326.0,275.0,48.0,3.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,9.0,9,เก้า,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,6.0,ตำบลแม่คะ,อำเภอฝาง,567.0,326.0,275.0,48.0,3.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,81.0,81,แปดสิบเอ็ด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,6.0,ตำบลแม่คะ,อำเภอฝาง,567.0,326.0,275.0,48.0,3.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,5.0,5,ห้า,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,6.0,ตำบลแม่คะ,อำเภอฝาง,567.0,326.0,275.0,48.0,3.0,4.0,นายสันติ ตันสุข,ก้าวอิสระ,6.0,6,หก,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,6.0,ตำบลแม่คะ,อำเภอฝาง,567.0,326.0,275.0,48.0,3.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,73.0,73,เจ็ดสิบสาม,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,6.0,ตำบลแม่คะ,อำเภอฝาง,567.0,326.0,275.0,48.0,3.0,6.0,นายนิกร วุฒินันชัย,เพื่อไทย,46.0,46,สี่สิบหก,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,6.0,ตำบลแม่คะ,อำเภอฝาง,567.0,326.0,275.0,48.0,3.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,52.0,52,ห้าสิบสอง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,6.0,ตำบลแม่คะ,อำเภอฝาง,567.0,326.0,275.0,48.0,3.0,8.0,นายพิสันต์ อุปนันท์,เศรษฐกิจ,0.0,0,ศูนย์,numeric_only
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,6.0,ตำบลแม่คะ,อำเภอฝาง,567.0,326.0,275.0,48.0,3.0,9.0,นายชาญวิทยายุทธ อินทร์แก้ว,ประชากรไทย,3.0,3,สาม,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่คะ,อำเภอฝาง,519.0,343.0,318.0,18.0,7.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,8.0,8,แปด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่คะ,อำเภอฝาง,519.0,343.0,318.0,18.0,7.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,44.0,44,สี่สิบสี่,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่คะ,อำเภอฝาง,519.0,343.0,318.0,18.0,7.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2.0,2,สอง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่คะ,อำเภอฝาง,519.0,343.0,318.0,18.0,7.0,4.0,นายสันติ ตันสุขหิรัญ,ก้าวไกล,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่คะ,อำเภอฝาง,519.0,343.0,318.0,18.0,7.0,5.0,นายการุณย์ คงเจริญชัยกุล,กล้าธรรม,120.0,120,หนึ่งร้อยยี่สิบ,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่คะ,อำเภอฝาง,519.0,343.0,318.0,18.0,7.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,114.0,114,หนึ่งร้อยสิบสี่,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่คะ,อำเภอฝาง,519.0,343.0,318.0,18.0,7.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,15.0,15,สิบห้า,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่คะ,อำเภอฝาง,519.0,343.0,318.0,18.0,7.0,8.0,นายพิสิณฑ์ อุปนันท์,เศรษฐกิจ,6.0,6,หก,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,4,4.0,ตำบลแม่คะ,อำเภอฝาง,519.0,343.0,318.0,18.0,7.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,8.0,8,แปด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,6.0,ตำบลแม่คะ,อำเภอฝาง,542.0,433.0,425.0,3.0,5.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,33.0,33,สามสิบสาม,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,6.0,ตำบลแม่คะ,อำเภอฝาง,542.0,433.0,425.0,3.0,5.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,32.0,32,สามสิบสอง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,6.0,ตำบลแม่คะ,อำเภอฝาง,542.0,433.0,425.0,3.0,5.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2.0,2,สอง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,6.0,ตำบลแม่คะ,อำเภอฝาง,542.0,433.0,425.0,3.0,5.0,4.0,นายสันติ ตันสุข,ก้าวอิสระ,6.0,6,หก,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,6.0,ตำบลแม่คะ,อำเภอฝาง,542.0,433.0,425.0,3.0,5.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,33.0,33,สามสิบสาม,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,6.0,ตำบลแม่คะ,อำเภอฝาง,542.0,433.0,425.0,3.0,5.0,6.0,นายนิธร วุฒินันชัย,เพื่อไทย,31.0,31,สามสิบเอ็ด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,6.0,ตำบลแม่คะ,อำเภอฝาง,542.0,433.0,425.0,3.0,5.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,39.0,39,สามสิบเก้า,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,6.0,ตำบลแม่คะ,อำเภอฝาง,542.0,433.0,425.0,3.0,5.0,8.0,นายพิสิณห์ อุปนันท์,เศรษฐกิจ,3.0,3,สาม,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,6.0,ตำบลแม่คะ,อำเภอฝาง,542.0,433.0,425.0,3.0,5.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,2.0,2,สอง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,5,5.0,ตำบลแม่คะ,อำเภอฝาง,718.0,555.0,520.0,14.0,21.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,11.0,11,สิบเอ็ด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,5,5.0,ตำบลแม่คะ,อำเภอฝาง,718.0,555.0,520.0,14.0,21.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,85.0,85,แปดสิบห้า,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,5,5.0,ตำบลแม่คะ,อำเภอฝาง,718.0,555.0,520.0,14.0,21.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,5,5.0,ตำบลแม่คะ,อำเภอฝาง,718.0,555.0,520.0,14.0,21.0,4.0,นายสันติ ตันสุขี,ก้าวอิสระ,4.0,4,สี่,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,5,5.0,ตำบลแม่คะ,อำเภอฝาง,718.0,555.0,520.0,14.0,21.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,189.0,189,หนึ่งร้อยแปดสิบเก้า,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,5,5.0,ตำบลแม่คะ,อำเภอฝาง,718.0,555.0,520.0,14.0,21.0,6.0,นายนิธิกร วุฒินัย,เพื่อไทย,154.0,154,หนึ่งร้อยห้าสิบสี่,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,5,5.0,ตำบลแม่คะ,อำเภอฝาง,718.0,555.0,520.0,14.0,21.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,67.0,67,หกสิบเจ็ด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,5,5.0,ตำบลแม่คะ,อำเภอฝาง,718.0,555.0,520.0,14.0,21.0,8.0,นายพิสิณฑ์ อุปนันท์,เศรษฐกิจ,2.0,2,สอง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,5,5.0,ตำบลแม่คะ,อำเภอฝาง,718.0,555.0,520.0,14.0,21.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,7.0,7,เจ็ด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่คะ,อำเภอฝาง,337.0,229.0,218.0,3.0,8.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,18.0,18,สิบแปด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่คะ,อำเภอฝาง,337.0,229.0,218.0,3.0,8.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,47.0,47,สี่สิบเจ็ด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่คะ,อำเภอฝาง,337.0,229.0,218.0,3.0,8.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,5.0,5,ห้า,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่คะ,อำเภอฝาง,337.0,229.0,218.0,3.0,8.0,4.0,นายสันติ ตันสุข,ก้าวอิสระ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่คะ,อำเภอฝาง,337.0,229.0,218.0,3.0,8.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,42.0,42,สี่สิบสอง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่คะ,อำเภอฝาง,337.0,229.0,218.0,3.0,8.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,69.0,69,หกสิบเก้า,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่คะ,อำเภอฝาง,337.0,229.0,218.0,3.0,8.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,18.0,18,สิบแปด,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่คะ,อำเภอฝาง,337.0,229.0,218.0,3.0,8.0,8.0,นายพิสิณห์ อุปนันท์,เศรษฐกิจ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,3,3.0,ตำบลแม่คะ,อำเภอฝาง,337.0,229.0,218.0,3.0,8.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,3.0,3,สาม,numeric_text_agree
